date,open,close,high,low,volume,MA5,macd_line,signal_line,rsi_14,target
2023-03-02,4119.992,-0.18833010336386685,4113.826,4117.738,-0.1611498307488242,-0.24784074146747298,0.12059063048182772,0.2903607818259135,0.1359280198471589,-0.0004933225016694465
2023-03-03,4126.018,-0.19191293098525958,4100.383,4130.551,0.04353667408548734,-0.2363594575218731,0.1291765179467443,0.25934307799052975,-0.07032312497488655,-0.0005743357293410689
2023-03-06,4131.153,-0.1960820714070189,4088.448,4109.01,0.0881446683764313,-0.2131852449460945,0.130488295138718,0.2348085922786635,-0.14554190532739308,-0.0019057127101794746
2023-03-07,4103.642,-0.20990781875934617,4046.568,4048.852,0.6447212746545335,-0.19533208259324064,0.11801803795442153,0.21252228347468197,-0.22848663698722993,-0.021254503981977146
2023-03-08,4030.739,-0.363813173427695,4011.523,4034.108,-0.6727965466548858,-0.22991151380368904,-0.022143074212834596,0.16481019717254944,-0.9155283928179219,0.0016253489038555724
2023-03-09,4035.843,-0.3522940578708166,4000.89,4019.851,-0.6963987222585355,-0.26280412631342265,-0.12253915224646528,0.10523558994982195,-0.4896158053953105,-0.009764954131571302
2023-03-10,3991.796,-0.42161238080742003,3966.428,3967.135,-0.5727873153945396,-0.30888385779720345,-0.25817502537694675,0.028657668157337914,-1.0560800905440997,0.0010800724510102722
2023-03-13,3962.643,-0.4140201566709526,3962.643,4008.686,-0.23982465620891147,-0.35260415602528766,-0.35561674293383017,-0.053379723256934866,-1.2106475438314115,-0.0016823467839586215
2023-03-14,3999.88,-0.4258587600412033,3946.941,3984.696,-0.12183939335306594,-0.39592581567942403,-0.4382580748065671,-0.13662917526456944,-1.1620362956500412,0.0041999609189737885
2023-03-15,4011.844,-0.39635353384796934,3986.902,3986.902,-0.2657669864152497,-0.4024536984049271,-0.4738195355537669,-0.21081061540447452,-0.9413341339790738,-0.009313592534992199
2023-03-16,3958.196,-0.4620574314673504,3936.476,3939.151,-0.08852836154372204,-0.4244731973022836,-0.5516360455559857,-0.28674663061268774,-0.9818228498233306,0.005750352709565476
2023-03-17,3971.159,-0.4218686732291361,3945.25,3958.819,0.332502689775733,-0.4245246118180039,-0.5731993370517096,-0.3520928427024974,-0.5145311518821266,-0.006160008890631508
2023-03-20,3962.663,-0.4651680490788692,3935.016,3939.077,0.8027530053081454,-0.434785329246553,-0.6201973388060277,-0.41439001776370027,-0.7478254540434064,0.0007930546903682778
2023-03-21,3948.157,-0.45962791974368095,3948.157,3982.378,-0.21398461768673466,-0.4415597199241437,-0.6457823244023972,-0.4696826027207393,-1.5035538803168125,0.008472884634940225
2023-03-22,3993.785,-0.40039101720377873,3986.709,3999.443,-0.14406179708214947,-0.4423696746238618,-0.6094360600186884,-0.5061674681529434,-1.0506841701622458,0.0056368185835751206
2023-03-23,3985.993,-0.3606481375622493,3983.999,4039.09,0.01913265603658394,-0.4220260776464859,-0.5412694197820738,-0.5208218971518229,-0.7731687540797526,-0.000308980488179289
2023-03-24,4035.156,-0.36283891113966227,4017.003,4027.046,0.028508700993033296,-0.41018418778240245,-0.4839842508666755,-0.5203319602694364,-0.7665658425291123,-0.0036006857128140224
